State,ConditionGroup,AgeGroup,COVID19Deaths
Virginia,Vascular and unspecified dementia,35-44,0.0
Virginia,Vascular and unspecified dementia,45-54,0
Virginia,Vascular and unspecified dementia,55-64,25.0
Virginia,Vascular and unspecified dementia,65-74,167.0
Virginia,Vascular and unspecified dementia,75-84,634.0
Virginia,Vascular and unspecified dementia,85+,1347.0
Virginia,Vascular and unspecified dementia,Not stated,0.0
Virginia,Vascular and unspecified dementia,All Ages,2176.0
Virginia,Renal failure,0-24,0
Virginia,Renal failure,25-34,15.0
Virginia,Renal failure,35-44,40.0
Virginia,Renal failure,45-54,161.0
Virginia,Renal failure,55-64,413.0
Virginia,Renal failure,65-74,684.0
Virginia,Renal failure,75-84,756.0
Virginia,Renal failure,85+,709.0
Virginia,Renal failure,Not stated,0.0
Virginia,Renal failure,All Ages,2784.0
Virginia,"Intentional and unintentional injury, and other adverse events",1120.0
Virginia,All other conditions and causes (residual),0-24,52.0
Virginia,All other conditions and causes (residual),25-34,91.0
Virginia,All other conditions and causes (residual),35-44,185.0
Virginia,All other conditions and causes (residual),45-54,516.0
Virginia,All other conditions and causes (residual),55-64,1269.0
Virginia,All other conditions and causes (residual),65-74,2138.0
Virginia,All other conditions and causes (residual),75-84,2426.0
Virginia,All other conditions and causes (residual),85+,2510.0
Virginia,All other conditions and causes (residual),Not stated,0.0
Virginia,All other conditions and causes (residual),All Ages,9187.0
Virginia,COVID-19,0-24,96.0
Virginia,COVID-19,25-34,212.0
Virginia,COVID-19,35-44,475.0
Virginia,COVID-19,45-54,1228.0
Virginia,COVID-19,55-64,3021.0
Virginia,COVID-19,65-74,5100.0
Virginia,COVID-19,75-84,6190.0
Virginia,COVID-19,85+,6810.0
Virginia,COVID-19,Not stated,0.0
Virginia,COVID-19,All Ages,23132.0
Washington,Respiratory diseases,0-24,43.0
Washington,Respiratory diseases,25-34,178.0
Washington,Respiratory diseases,35-44,567.0
Washington,Respiratory diseases,45-54,1309.0
Washington,Respiratory diseases,55-64,2997.0
Washington,Respiratory diseases,65-74,4989.0
Washington,Respiratory diseases,75-84,5318.0
Washington,Respiratory diseases,85+,4766.0
Washington,Respiratory diseases,Not stated,0.0
Washington,Respiratory diseases,All Ages,20203.0
Washington,Circulatory diseases,0-24,0.0
Washington,Circulatory diseases,25-34,49.0
Washington,Circulatory diseases,35-44,205.0
Washington,Circulatory diseases,45-54,551.0
Washington,Circulatory diseases,55-64,1401.0
Washington,Circulatory diseases,65-74,2573.0
Washington,Circulatory diseases,75-84,3222.0
Washington,Circulatory diseases,85+,3790.0
Washington,Circulatory diseases,Not stated,0.0
Washington,Circulatory diseases,All Ages,11836.0
Washington,Sepsis,0-24,0
Washington,Sepsis,25-34,11.0
Washington,Sepsis,35-44,37.0
Washington,Sepsis,45-54,146.0
Washington,Sepsis,55-64,298.0
Washington,Sepsis,65-74,452.0
Washington,Sepsis,75-84,404.0
Washington,Sepsis,85+,301.0
Washington,Sepsis,Not stated,0.0
Washington,Sepsis,All Ages,1657.0
Washington,Malignant neoplasms,0-24,0
Washington,Malignant neoplasms,25-34,0
Washington,Malignant neoplasms,35-44,14.0
Washington,Malignant neoplasms,45-54,41.0
Washington,Malignant neoplasms,55-64,127.0
Washington,Malignant neoplasms,65-74,364.0
Washington,Malignant neoplasms,75-84,347.0
Washington,Malignant neoplasms,85+,241.0
Washington,Malignant neoplasms,Not stated,0.0
Washington,Malignant neoplasms,All Ages,1138.0
Washington,Diabetes,0-24,0
Washington,Diabetes,25-34,14.0
Washington,Diabetes,35-44,51.0
Washington,Diabetes,45-54,157.0
Washington,Diabetes,55-64,403.0
Washington,Diabetes,65-74,661.0
Washington,Diabetes,75-84,676.0
Washington,Diabetes,85+,491.0
Washington,Diabetes,Not stated,0.0
Washington,Diabetes,All Ages,2457.0
Washington,Obesity,0-24,0
Washington,Obesity,25-34,51.0
Washington,Obesity,35-44,88.0
Washington,Obesity,45-54,157.0
Washington,Obesity,55-64,240.0
Washington,Obesity,65-74,246.0
Washington,Obesity,75-84,136.0
Washington,Obesity,85+,36.0
Washington,Obesity,Not stated,0.0
Washington,Obesity,All Ages,963.0
Washington,Alzheimer disease,0-24,0.0
Washington,Alzheimer disease,25-34,0.0
Washington,Alzheimer disease,35-44,0.0
Washington,Alzheimer disease,45-54,0
Washington,Alzheimer disease,55-64,0
Washington,Alzheimer disease,65-74,62.0
Washington,Alzheimer disease,75-84,282.0
Washington,Alzheimer disease,85+,623.0
Washington,Alzheimer disease,Not stated,0.0
Washington,Alzheimer disease,All Ages,976.0
Washington,Vascular and unspecified dementia,0-24,0.0
Washington,Vascular and unspecified dementia,25-34,0.0
Washington,Vascular and unspecified dementia,35-44,0.0
Washington,Vascular and unspecified dementia,45-54,0
Washington,Vascular and unspecified dementia,55-64,13.0
Washington,Vascular and unspecified dementia,65-74,122.0
Washington,Vascular and unspecified dementia,75-84,464.0
Washington,Vascular and unspecified dementia,85+,814.0
Washington,Vascular and unspecified dementia,Not stated,0.0
Washington,Vascular and unspecified dementia,All Ages,1414.0
Washington,Renal failure,0-24,0
Washington,Renal failure,25-34,0
Washington,Renal failure,35-44,46.0
Washington,Renal failure,45-54,148.0
Washington,Renal failure,55-64,306.0
Washington,Renal failure,65-74,505.0
Washington,Renal failure,75-84,529.0
Washington,Renal failure,85+,461.0
Washington,Renal failure,Not stated,0.0
Washington,Renal failure,All Ages,2012.0
Washington,"Intentional and unintentional injury, and other adverse events",1525.0
Washington,All other conditions and causes (residual),0-24,35.0
Washington,All other conditions and causes (residual),25-34,78.0
Washington,All other conditions and causes (residual),35-44,227.0
Washington,All other conditions and causes (residual),45-54,494.0
Washington,All other conditions and causes (residual),55-64,1118.0
Washington,All other conditions and causes (residual),65-74,1980.0
Washington,All other conditions and causes (residual),75-84,2373.0
Washington,All other conditions and causes (residual),85+,2518.0
Washington,All other conditions and causes (residual),Not stated,0.0
Washington,All other conditions and causes (residual),All Ages,8823.0
Washington,COVID-19,0-24,50.0
Washington,COVID-19,25-34,145.0
Washington,COVID-19,35-44,398.0
Washington,COVID-19,45-54,868.0
Washington,COVID-19,55-64,1901.0
Washington,COVID-19,65-74,3342.0
Washington,COVID-19,75-84,3912.0
Washington,COVID-19,85+,4448.0
Washington,COVID-19,Not stated,0.0
Washington,COVID-19,All Ages,15064.0
West Virginia,Respiratory diseases,0-24,10.0
West Virginia,Respiratory diseases,25-34,45.0
West Virginia,Respiratory diseases,35-44,177.0
West Virginia,Respiratory diseases,45-54,653.0
West Virginia,Respiratory diseases,55-64,1387.0
West Virginia,Respiratory diseases,65-74,2582.0
West Virginia,Respiratory diseases,75-84,2506.0
West Virginia,Respiratory diseases,85+,1576.0
West Virginia,Respiratory diseases,Not stated,0.0
West Virginia,Respiratory diseases,All Ages,8972.0
West Virginia,Circulatory diseases,0-24,0.0
West Virginia,Circulatory diseases,25-34,0.0
West Virginia,Circulatory diseases,35-44,75.0
West Virginia,Circulatory diseases,45-54,239.0
West Virginia,Circulatory diseases,55-64,618.0
West Virginia,Circulatory diseases,65-74,1243.0
West Virginia,Circulatory diseases,75-84,1659.0
West Virginia,Circulatory diseases,85+,1465.0
West Virginia,Circulatory diseases,Not stated,0.0
West Virginia,Circulatory diseases,All Ages,5318.0
West Virginia,Sepsis,0-24,0
West Virginia,Sepsis,25-34,0
West Virginia,Sepsis,35-44,20.0
West Virginia,Sepsis,45-54,83.0
West Virginia,Sepsis,55-64,169.0
West Virginia,Sepsis,65-74,302.0
West Virginia,Sepsis,75-84,255.0
West Virginia,Sepsis,85+,106.0
West Virginia,Sepsis,Not stated,0.0
West Virginia,Sepsis,All Ages,950.0
West Virginia,Malignant neoplasms,0-24,0.0
West Virginia,Malignant neoplasms,25-34,0.0
West Virginia,Malignant neoplasms,35-44,10.0
West Virginia,Malignant neoplasms,45-54,26.0
West Virginia,Malignant neoplasms,55-64,97.0
West Virginia,Malignant neoplasms,65-74,180.0
West Virginia,Malignant neoplasms,75-84,171.0
West Virginia,Malignant neoplasms,85+,100.0
West Virginia,Malignant neoplasms,Not stated,0.0
West Virginia,Malignant neoplasms,All Ages,584.0
West Virginia,Diabetes,0-24,0
West Virginia,Diabetes,25-34,0
West Virginia,Diabetes,35-44,16.0
West Virginia,Diabetes,45-54,83.0
West Virginia,Diabetes,55-64,182.0
West Virginia,Diabetes,65-74,310.0
West Virginia,Diabetes,75-84,318.0
West Virginia,Diabetes,85+,173.0
West Virginia,Diabetes,Not stated,0.0
West Virginia,Diabetes,All Ages,1090.0
West Virginia,Obesity,0-24,0
West Virginia,Obesity,25-34,11.0
West Virginia,Obesity,35-44,27.0
West Virginia,Obesity,45-54,67.0
West Virginia,Obesity,55-64,57.0
West Virginia,Obesity,65-74,79.0
West Virginia,Obesity,75-84,28.0
West Virginia,Obesity,85+,0
West Virginia,Obesity,Not stated,0.0
West Virginia,Obesity,All Ages,274.0
West Virginia,Alzheimer disease,0-24,0.0
West Virginia,Alzheimer disease,25-34,0.0
West Virginia,Alzheimer disease,35-44,0.0
West Virginia,Alzheimer disease,45-54,0.0
West Virginia,Alzheimer disease,55-64,0
West Virginia,Alzheimer disease,65-74,18.0
West Virginia,Alzheimer disease,75-84,71.0
West Virginia,Alzheimer disease,85+,107.0
West Virginia,Alzheimer disease,Not stated,0.0
West Virginia,Alzheimer disease,All Ages,197.0
West Virginia,Vascular and unspecified dementia,0-24,0.0
West Virginia,Vascular and unspecified dementia,25-34,0.0
West Virginia,Vascular and unspecified dementia,35-44,0.0
West Virginia,Vascular and unspecified dementia,45-54,0.0
West Virginia,Vascular and unspecified dementia,55-64,0
West Virginia,Vascular and unspecified dementia,65-74,37.0
West Virginia,Vascular and unspecified dementia,75-84,230.0
West Virginia,Vascular and unspecified dementia,85+,327.0
West Virginia,Vascular and unspecified dementia,Not stated,0.0
West Virginia,Vascular and unspecified dementia,All Ages,601.0
West Virginia,Renal failure,0-24,0
West Virginia,Renal failure,25-34,0
West Virginia,Renal failure,35-44,19.0
West Virginia,Renal failure,45-54,69.0
West Virginia,Renal failure,55-64,149.0
West Virginia,Renal failure,65-74,299.0
West Virginia,Renal failure,75-84,299.0
West Virginia,Renal failure,85+,219.0
West Virginia,Renal failure,Not stated,0.0
West Virginia,Renal failure,All Ages,1062.0
West Virginia,"Intentional and unintentional injury, and other adverse events",307.0
West Virginia,All other conditions and causes (residual),0-24,10.0
West Virginia,All other conditions and causes (residual),25-34,21.0
West Virginia,All other conditions and causes (residual),35-44,69.0
West Virginia,All other conditions and causes (residual),45-54,241.0
West Virginia,All other conditions and causes (residual),55-64,498.0
West Virginia,All other conditions and causes (residual),65-74,890.0
West Virginia,All other conditions and causes (residual),75-84,972.0
West Virginia,All other conditions and causes (residual),85+,786.0
West Virginia,All other conditions and causes (residual),Not stated,0.0
West Virginia,All other conditions and causes (residual),All Ages,3487.0
West Virginia,COVID-19,0-24,15.0
West Virginia,COVID-19,25-34,50.0
West Virginia,COVID-19,35-44,178.0
West Virginia,COVID-19,45-54,515.0
West Virginia,COVID-19,55-64,1117.0
West Virginia,COVID-19,65-74,2104.0
West Virginia,COVID-19,75-84,2370.0
West Virginia,COVID-19,85+,1985.0
West Virginia,COVID-19,Not stated,0.0
West Virginia,COVID-19,All Ages,8334.0
Wisconsin,Respiratory diseases,0-24,18.0
Wisconsin,Respiratory diseases,25-34,125.0
Wisconsin,Respiratory diseases,35-44,271.0
Wisconsin,Respiratory diseases,45-54,691.0
Wisconsin,Respiratory diseases,55-64,1725.0
Wisconsin,Respiratory diseases,65-74,3393.0
Wisconsin,Respiratory diseases,75-84,4257.0
Wisconsin,Respiratory diseases,85+,3827.0
Wisconsin,Respiratory diseases,Not stated,0.0
Wisconsin,Respiratory diseases,All Ages,14336.0
Wisconsin,Circulatory diseases,0-24,0.0
Wisconsin,Circulatory diseases,25-34,28.0
Wisconsin,Circulatory diseases,35-44,213.0
Wisconsin,Circulatory diseases,45-54,559.0
Wisconsin,Circulatory diseases,55-64,1538.0
Wisconsin,Circulatory diseases,65-74,3252.0
Wisconsin,Circulatory diseases,75-84,4668.0
Wisconsin,Circulatory diseases,85+,5885.0
Wisconsin,Circulatory diseases,Not stated,0.0
Wisconsin,Circulatory diseases,All Ages,16179.0
Wisconsin,Sepsis,0-24,0
Wisconsin,Sepsis,25-34,0
Wisconsin,Sepsis,35-44,29.0
Wisconsin,Sepsis,45-54,65.0
Wisconsin,Sepsis,55-64,126.0
Wisconsin,Sepsis,65-74,271.0
Wisconsin,Sepsis,75-84,267.0
Wisconsin,Sepsis,85+,168.0
Wisconsin,Sepsis,Not stated,0.0
Wisconsin,Sepsis,All Ages,938.0
Wisconsin,Malignant neoplasms,0-24,0
Wisconsin,Malignant neoplasms,25-34,0
Wisconsin,Malignant neoplasms,35-44,13.0
Wisconsin,Malignant neoplasms,45-54,61.0
Wisconsin,Malignant neoplasms,55-64,163.0
Wisconsin,Malignant neoplasms,65-74,420.0
Wisconsin,Malignant neoplasms,75-84,525.0
Wisconsin,Malignant neoplasms,85+,391.0
Wisconsin,Malignant neoplasms,Not stated,0.0
Wisconsin,Malignant neoplasms,All Ages,1581.0
Wisconsin,Diabetes,0-24,0
Wisconsin,Diabetes,25-34,18.0
Wisconsin,Diabetes,35-44,78.0
Wisconsin,Diabetes,45-54,200.0
Wisconsin,Diabetes,55-64,513.0
Wisconsin,Diabetes,65-74,944.0
Wisconsin,Diabetes,75-84,1017.0
Wisconsin,Diabetes,85+,735.0
Wisconsin,Diabetes,Not stated,0.0
Wisconsin,Diabetes,All Ages,3513.0
Wisconsin,Obesity,0-24,10.0
Wisconsin,Obesity,25-34,48.0
Wisconsin,Obesity,35-44,119.0
Wisconsin,Obesity,45-54,233.0
Wisconsin,Obesity,55-64,391.0
Wisconsin,Obesity,65-74,447.0
Wisconsin,Obesity,75-84,261.0
Wisconsin,Obesity,85+,95.0
Wisconsin,Obesity,Not stated,0.0
Wisconsin,Obesity,All Ages,1604.0
Wisconsin,Alzheimer disease,0-24,0.0
Wisconsin,Alzheimer disease,25-34,0.0
Wisconsin,Alzheimer disease,35-44,0.0
Wisconsin,Alzheimer disease,45-54,0
Wisconsin,Alzheimer disease,55-64,0
Wisconsin,Alzheimer disease,65-74,48.0
Wisconsin,Alzheimer disease,75-84,226.0
Wisconsin,Alzheimer disease,85+,552.0
Wisconsin,Alzheimer disease,Not stated,0.0
Wisconsin,Alzheimer disease,All Ages,832.0
Wisconsin,Vascular and unspecified dementia,0-24,0.0
Wisconsin,Vascular and unspecified dementia,25-34,0.0
Wisconsin,Vascular and unspecified dementia,35-44,0
Wisconsin,Vascular and unspecified dementia,45-54,0
Wisconsin,Vascular and unspecified dementia,55-64,17.0
Wisconsin,Vascular and unspecified dementia,65-74,168.0
Wisconsin,Vascular and unspecified dementia,75-84,569.0
Wisconsin,Vascular and unspecified dementia,85+,1212.0
Wisconsin,Vascular and unspecified dementia,Not stated,0.0
Wisconsin,Vascular and unspecified dementia,All Ages,1971.0
Wisconsin,Renal failure,0-24,0
Wisconsin,Renal failure,25-34,0
Wisconsin,Renal failure,35-44,30.0
Wisconsin,Renal failure,45-54,77.0
Wisconsin,Renal failure,55-64,185.0
Wisconsin,Renal failure,65-74,405.0
Wisconsin,Renal failure,75-84,543.0
Wisconsin,Renal failure,85+,598.0
Wisconsin,Renal failure,Not stated,0.0
Wisconsin,Renal failure,All Ages,1849.0
Wisconsin,"Intentional and unintentional injury, and other adverse events",1215.0
Wisconsin,All other conditions and causes (residual),0-24,28.0
Wisconsin,All other conditions and causes (residual),25-34,74.0
Wisconsin,All other conditions and causes (residual),35-44,177.0
Wisconsin,All other conditions and causes (residual),45-54,416.0
Wisconsin,All other conditions and causes (residual),55-64,1025.0
Wisconsin,All other conditions and causes (residual),65-74,1993.0
Wisconsin,All other conditions and causes (residual),75-84,2475.0
Wisconsin,All other conditions and causes (residual),85+,2522.0
Wisconsin,All other conditions and causes (residual),Not stated,0.0
Wisconsin,All other conditions and causes (residual),All Ages,8710.0
Wisconsin,COVID-19,0-24,49.0
Wisconsin,COVID-19,25-34,142.0
Wisconsin,COVID-19,35-44,336.0
Wisconsin,COVID-19,45-54,796.0
Wisconsin,COVID-19,55-64,1918.0
Wisconsin,COVID-19,65-74,3517.0
Wisconsin,COVID-19,75-84,4636.0
Wisconsin,COVID-19,85+,5672.0
Wisconsin,COVID-19,Not stated,0.0
Wisconsin,COVID-19,All Ages,17066.0
Wyoming,Respiratory diseases,0-24,0.0
Wyoming,Respiratory diseases,25-34,14.0
Wyoming,Respiratory diseases,35-44,19.0
Wyoming,Respiratory diseases,45-54,80.0
Wyoming,Respiratory diseases,55-64,329.0
Wyoming,Respiratory diseases,65-74,534.0
Wyoming,Respiratory diseases,75-84,566.0
Wyoming,Respiratory diseases,85+,438.0
Wyoming,Respiratory diseases,Not stated,0.0
Wyoming,Respiratory diseases,All Ages,2034.0
Wyoming,Circulatory diseases,0-24,0.0
Wyoming,Circulatory diseases,25-34,0.0
Wyoming,Circulatory diseases,35-44,0.0
Wyoming,Circulatory diseases,45-54,32.0
Wyoming,Circulatory diseases,55-64,147.0
Wyoming,Circulatory diseases,65-74,285.0
Wyoming,Circulatory diseases,75-84,390.0
Wyoming,Circulatory diseases,85+,408.0
Wyoming,Circulatory diseases,Not stated,0.0
Wyoming,Circulatory diseases,All Ages,1330.0
Wyoming,Sepsis,0-24,0.0
Wyoming,Sepsis,25-34,0.0
Wyoming,Sepsis,35-44,0
Wyoming,Sepsis,45-54,0
Wyoming,Sepsis,55-64,15.0
Wyoming,Sepsis,65-74,34.0
Wyoming,Sepsis,75-84,21.0
Wyoming,Sepsis,85+,16.0
Wyoming,Sepsis,Not stated,0.0
Wyoming,Sepsis,All Ages,95.0
Wyoming,Malignant neoplasms,0-24,0.0
Wyoming,Malignant neoplasms,25-34,0.0
Wyoming,Malignant neoplasms,35-44,0.0
Wyoming,Malignant neoplasms,45-54,0
Wyoming,Malignant neoplasms,55-64,15.0
Wyoming,Malignant neoplasms,65-74,35.0
Wyoming,Malignant neoplasms,75-84,44.0
Wyoming,Malignant neoplasms,85+,22.0
Wyoming,Malignant neoplasms,Not stated,0.0
Wyoming,Malignant neoplasms,All Ages,121.0
Wyoming,Diabetes,0-24,0.0
Wyoming,Diabetes,25-34,0
Wyoming,Diabetes,35-44,0
Wyoming,Diabetes,45-54,17.0
Wyoming,Diabetes,55-64,58.0
Wyoming,Diabetes,65-74,64.0
Wyoming,Diabetes,75-84,67.0
Wyoming,Diabetes,85+,59.0
Wyoming,Diabetes,Not stated,0.0
Wyoming,Diabetes,All Ages,272.0
Wyoming,Obesity,0-24,0.0
Wyoming,Obesity,25-34,0
Wyoming,Obesity,35-44,10.0
Wyoming,Obesity,45-54,26.0
Wyoming,Obesity,55-64,48.0
Wyoming,Obesity,65-74,39.0
Wyoming,Obesity,75-84,14.0
Wyoming,Obesity,85+,0
Wyoming,Obesity,Not stated,0.0
Wyoming,Obesity,All Ages,155.0
Wyoming,Alzheimer disease,0-24,0.0
Wyoming,Alzheimer disease,25-34,0.0
Wyoming,Alzheimer disease,35-44,0.0
Wyoming,Alzheimer disease,45-54,0.0
Wyoming,Alzheimer disease,55-64,0.0
Wyoming,Alzheimer disease,65-74,0
Wyoming,Alzheimer disease,75-84,26.0
Wyoming,Alzheimer disease,85+,41.0
Wyoming,Alzheimer disease,Not stated,0.0
Wyoming,Alzheimer disease,All Ages,71.0
Wyoming,Vascular and unspecified dementia,0-24,0.0
Wyoming,Vascular and unspecified dementia,25-34,0.0
Wyoming,Vascular and unspecified dementia,35-44,0.0
Wyoming,Vascular and unspecified dementia,45-54,0.0
Wyoming,Vascular and unspecified dementia,55-64,0
Wyoming,Vascular and unspecified dementia,65-74,18.0
Wyoming,Vascular and unspecified dementia,75-84,51.0
Wyoming,Vascular and unspecified dementia,85+,103.0
Wyoming,Vascular and unspecified dementia,Not stated,0.0
Wyoming,Vascular and unspecified dementia,All Ages,173.0
Wyoming,Renal failure,0-24,0.0
Wyoming,Renal failure,25-34,0
Wyoming,Renal failure,35-44,0
Wyoming,Renal failure,45-54,0
Wyoming,Renal failure,55-64,19.0
Wyoming,Renal failure,65-74,36.0
Wyoming,Renal failure,75-84,37.0
Wyoming,Renal failure,85+,33.0
Wyoming,Renal failure,Not stated,0.0
Wyoming,Renal failure,All Ages,140.0
Wyoming,"Intentional and unintentional injury, and other adverse events",203.0
Wyoming,All other conditions and causes (residual),0-24,0.0
Wyoming,All other conditions and causes (residual),25-34,10.0
Wyoming,All other conditions and causes (residual),35-44,15.0
Wyoming,All other conditions and causes (residual),45-54,46.0
