State,Condition Group,Condition,Age Group,COVID-19 Deaths
Utah,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",85+,75.0
Utah,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",Not stated,0.0
Utah,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,259.0
Utah,All other conditions and causes (residual),All other conditions and causes (residual),0-24,28.0
Utah,All other conditions and causes (residual),All other conditions and causes (residual),25-34,58.0
Utah,All other conditions and causes (residual),All other conditions and causes (residual),35-44,120.0
Utah,All other conditions and causes (residual),All other conditions and causes (residual),45-54,215.0
Utah,All other conditions and causes (residual),All other conditions and causes (residual),55-64,446.0
Utah,All other conditions and causes (residual),All other conditions and causes (residual),65-74,705.0
Utah,All other conditions and causes (residual),All other conditions and causes (residual),75-84,675.0
Utah,All other conditions and causes (residual),All other conditions and causes (residual),85+,595.0
Utah,All other conditions and causes (residual),All other conditions and causes (residual),Not stated,0.0
Utah,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,2842.0
Utah,COVID-19,COVID-19,0-24,46.0
Utah,COVID-19,COVID-19,25-34,118.0
Utah,COVID-19,COVID-19,35-44,258.0
Utah,COVID-19,COVID-19,45-54,445.0
Utah,COVID-19,COVID-19,55-64,833.0
Utah,COVID-19,COVID-19,65-74,1321.0
Utah,COVID-19,COVID-19,75-84,1486.0
Utah,COVID-19,COVID-19,85+,1361.0
Utah,COVID-19,COVID-19,Not stated,0.0
Utah,COVID-19,COVID-19,All Ages,5868.0
Vermont,Respiratory diseases,Influenza and pneumonia,0-24,
Vermont,Respiratory diseases,Influenza and pneumonia,25-34,0.0
Vermont,Respiratory diseases,Influenza and pneumonia,35-44,
Vermont,Respiratory diseases,Influenza and pneumonia,45-54,10.0
Vermont,Respiratory diseases,Influenza and pneumonia,55-64,35.0
Vermont,Respiratory diseases,Influenza and pneumonia,65-74,49.0
Vermont,Respiratory diseases,Influenza and pneumonia,75-84,81.0
Vermont,Respiratory diseases,Influenza and pneumonia,85+,96.0
Vermont,Respiratory diseases,Influenza and pneumonia,Not stated,0.0
Vermont,Respiratory diseases,Influenza and pneumonia,All Ages,281.0
Vermont,Respiratory diseases,Chronic lower respiratory diseases,0-24,0.0
Vermont,Respiratory diseases,Chronic lower respiratory diseases,25-34,0.0
Vermont,Respiratory diseases,Chronic lower respiratory diseases,35-44,0.0
Vermont,Respiratory diseases,Chronic lower respiratory diseases,45-54,
Vermont,Respiratory diseases,Chronic lower respiratory diseases,55-64,16.0
Vermont,Respiratory diseases,Chronic lower respiratory diseases,65-74,34.0
Vermont,Respiratory diseases,Chronic lower respiratory diseases,75-84,57.0
Vermont,Respiratory diseases,Chronic lower respiratory diseases,85+,50.0
Vermont,Respiratory diseases,Chronic lower respiratory diseases,Not stated,0.0
Vermont,Respiratory diseases,Chronic lower respiratory diseases,All Ages,161.0
Vermont,Respiratory diseases,Adult respiratory distress syndrome,0-24,0.0
Vermont,Respiratory diseases,Adult respiratory distress syndrome,25-34,0.0
Vermont,Respiratory diseases,Adult respiratory distress syndrome,35-44,0.0
Vermont,Respiratory diseases,Adult respiratory distress syndrome,45-54,
Vermont,Respiratory diseases,Adult respiratory distress syndrome,55-64,
Vermont,Respiratory diseases,Adult respiratory distress syndrome,65-74,11.0
Vermont,Respiratory diseases,Adult respiratory distress syndrome,75-84,11.0
Vermont,Respiratory diseases,Adult respiratory distress syndrome,85+,
Vermont,Respiratory diseases,Adult respiratory distress syndrome,Not stated,0.0
Vermont,Respiratory diseases,Adult respiratory distress syndrome,All Ages,41.0
Vermont,Respiratory diseases,Respiratory failure,0-24,
Vermont,Respiratory diseases,Respiratory failure,25-34,
Vermont,Respiratory diseases,Respiratory failure,35-44,
Vermont,Respiratory diseases,Respiratory failure,45-54,10.0
Vermont,Respiratory diseases,Respiratory failure,55-64,36.0
Vermont,Respiratory diseases,Respiratory failure,65-74,56.0
Vermont,Respiratory diseases,Respiratory failure,75-84,81.0
Vermont,Respiratory diseases,Respiratory failure,85+,89.0
Vermont,Respiratory diseases,Respiratory failure,Not stated,0.0
Vermont,Respiratory diseases,Respiratory failure,All Ages,277.0
Vermont,Respiratory diseases,Respiratory arrest,0-24,0.0
Vermont,Respiratory diseases,Respiratory arrest,25-34,
Vermont,Respiratory diseases,Respiratory arrest,35-44,0.0
Vermont,Respiratory diseases,Respiratory arrest,45-54,
Vermont,Respiratory diseases,Respiratory arrest,55-64,
Vermont,Respiratory diseases,Respiratory arrest,65-74,
Vermont,Respiratory diseases,Respiratory arrest,75-84,
Vermont,Respiratory diseases,Respiratory arrest,85+,13.0
Vermont,Respiratory diseases,Respiratory arrest,Not stated,0.0
Vermont,Respiratory diseases,Respiratory arrest,All Ages,29.0
Vermont,Respiratory diseases,Other diseases of the respiratory system,0-24,
Vermont,Respiratory diseases,Other diseases of the respiratory system,25-34,0.0
Vermont,Respiratory diseases,Other diseases of the respiratory system,35-44,0.0
Vermont,Respiratory diseases,Other diseases of the respiratory system,45-54,
Vermont,Respiratory diseases,Other diseases of the respiratory system,55-64,
Vermont,Respiratory diseases,Other diseases of the respiratory system,65-74,17.0
Vermont,Respiratory diseases,Other diseases of the respiratory system,75-84,34.0
Vermont,Respiratory diseases,Other diseases of the respiratory system,85+,34.0
Vermont,Respiratory diseases,Other diseases of the respiratory system,Not stated,0.0
Vermont,Respiratory diseases,Other diseases of the respiratory system,All Ages,96.0
Vermont,Circulatory diseases,Hypertensive diseases,0-24,0.0
Vermont,Circulatory diseases,Hypertensive diseases,25-34,0.0
Vermont,Circulatory diseases,Hypertensive diseases,35-44,
Vermont,Circulatory diseases,Hypertensive diseases,45-54,
Vermont,Circulatory diseases,Hypertensive diseases,55-64,11.0
Vermont,Circulatory diseases,Hypertensive diseases,65-74,34.0
Vermont,Circulatory diseases,Hypertensive diseases,75-84,64.0
Vermont,Circulatory diseases,Hypertensive diseases,85+,103.0
Vermont,Circulatory diseases,Hypertensive diseases,Not stated,0.0
Vermont,Circulatory diseases,Hypertensive diseases,All Ages,222.0
Vermont,Circulatory diseases,Ischemic heart disease,0-24,0.0
Vermont,Circulatory diseases,Ischemic heart disease,25-34,0.0
Vermont,Circulatory diseases,Ischemic heart disease,35-44,
Vermont,Circulatory diseases,Ischemic heart disease,45-54,
Vermont,Circulatory diseases,Ischemic heart disease,55-64,13.0
Vermont,Circulatory diseases,Ischemic heart disease,65-74,22.0
Vermont,Circulatory diseases,Ischemic heart disease,75-84,55.0
Vermont,Circulatory diseases,Ischemic heart disease,85+,93.0
Vermont,Circulatory diseases,Ischemic heart disease,Not stated,0.0
Vermont,Circulatory diseases,Ischemic heart disease,All Ages,188.0
Vermont,Circulatory diseases,Cardiac arrest,0-24,0.0
Vermont,Circulatory diseases,Cardiac arrest,25-34,0.0
Vermont,Circulatory diseases,Cardiac arrest,35-44,
Vermont,Circulatory diseases,Cardiac arrest,45-54,
Vermont,Circulatory diseases,Cardiac arrest,55-64,
Vermont,Circulatory diseases,Cardiac arrest,65-74,14.0
Vermont,Circulatory diseases,Cardiac arrest,75-84,11.0
Vermont,Circulatory diseases,Cardiac arrest,85+,20.0
Vermont,Circulatory diseases,Cardiac arrest,Not stated,0.0
Vermont,Circulatory diseases,Cardiac arrest,All Ages,53.0
Vermont,Circulatory diseases,Cardiac arrhythmia,0-24,0.0
Vermont,Circulatory diseases,Cardiac arrhythmia,25-34,0.0
Vermont,Circulatory diseases,Cardiac arrhythmia,35-44,
Vermont,Circulatory diseases,Cardiac arrhythmia,45-54,
Vermont,Circulatory diseases,Cardiac arrhythmia,55-64,
Vermont,Circulatory diseases,Cardiac arrhythmia,65-74,
Vermont,Circulatory diseases,Cardiac arrhythmia,75-84,34.0
Vermont,Circulatory diseases,Cardiac arrhythmia,85+,70.0
Vermont,Circulatory diseases,Cardiac arrhythmia,Not stated,0.0
Vermont,Circulatory diseases,Cardiac arrhythmia,All Ages,117.0
Vermont,Circulatory diseases,Heart failure,0-24,0.0
Vermont,Circulatory diseases,Heart failure,25-34,0.0
Vermont,Circulatory diseases,Heart failure,35-44,0.0
Vermont,Circulatory diseases,Heart failure,45-54,
Vermont,Circulatory diseases,Heart failure,55-64,
Vermont,Circulatory diseases,Heart failure,65-74,19.0
Vermont,Circulatory diseases,Heart failure,75-84,41.0
Vermont,Circulatory diseases,Heart failure,85+,72.0
Vermont,Circulatory diseases,Heart failure,Not stated,0.0
Vermont,Circulatory diseases,Heart failure,All Ages,139.0
Vermont,Circulatory diseases,Cerebrovascular diseases,0-24,0.0
Vermont,Circulatory diseases,Cerebrovascular diseases,25-34,0.0
Vermont,Circulatory diseases,Cerebrovascular diseases,35-44,0.0
Vermont,Circulatory diseases,Cerebrovascular diseases,45-54,
Vermont,Circulatory diseases,Cerebrovascular diseases,55-64,
Vermont,Circulatory diseases,Cerebrovascular diseases,65-74,10.0
Vermont,Circulatory diseases,Cerebrovascular diseases,75-84,24.0
Vermont,Circulatory diseases,Cerebrovascular diseases,85+,43.0
Vermont,Circulatory diseases,Cerebrovascular diseases,Not stated,0.0
Vermont,Circulatory diseases,Cerebrovascular diseases,All Ages,80.0
Vermont,Circulatory diseases,Other diseases of the circulatory system,0-24,0.0
Vermont,Circulatory diseases,Other diseases of the circulatory system,25-34,0.0
Vermont,Circulatory diseases,Other diseases of the circulatory system,35-44,
Vermont,Circulatory diseases,Other diseases of the circulatory system,45-54,
Vermont,Circulatory diseases,Other diseases of the circulatory system,55-64,11.0
Vermont,Circulatory diseases,Other diseases of the circulatory system,65-74,11.0
Vermont,Circulatory diseases,Other diseases of the circulatory system,75-84,45.0
Vermont,Circulatory diseases,Other diseases of the circulatory system,85+,59.0
Vermont,Circulatory diseases,Other diseases of the circulatory system,Not stated,0.0
Vermont,Circulatory diseases,Other diseases of the circulatory system,All Ages,135.0
Vermont,Sepsis,Sepsis,0-24,0.0
Vermont,Sepsis,Sepsis,25-34,0.0
Vermont,Sepsis,Sepsis,35-44,
Vermont,Sepsis,Sepsis,45-54,
Vermont,Sepsis,Sepsis,55-64,
Vermont,Sepsis,Sepsis,65-74,10.0
Vermont,Sepsis,Sepsis,75-84,23.0
Vermont,Sepsis,Sepsis,85+,17.0
Vermont,Sepsis,Sepsis,Not stated,0.0
Vermont,Sepsis,Sepsis,All Ages,60.0
Vermont,Malignant neoplasms,Malignant neoplasms,0-24,0.0
Vermont,Malignant neoplasms,Malignant neoplasms,25-34,0.0
Vermont,Malignant neoplasms,Malignant neoplasms,35-44,0.0
Vermont,Malignant neoplasms,Malignant neoplasms,45-54,
Vermont,Malignant neoplasms,Malignant neoplasms,55-64,15.0
Vermont,Malignant neoplasms,Malignant neoplasms,65-74,14.0
Vermont,Malignant neoplasms,Malignant neoplasms,75-84,39.0
Vermont,Malignant neoplasms,Malignant neoplasms,85+,27.0
Vermont,Malignant neoplasms,Malignant neoplasms,Not stated,0.0
Vermont,Malignant neoplasms,Malignant neoplasms,All Ages,98.0
Vermont,Diabetes,Diabetes,0-24,0.0
Vermont,Diabetes,Diabetes,25-34,0.0
Vermont,Diabetes,Diabetes,35-44,
Vermont,Diabetes,Diabetes,45-54,
Vermont,Diabetes,Diabetes,55-64,16.0
Vermont,Diabetes,Diabetes,65-74,22.0
Vermont,Diabetes,Diabetes,75-84,57.0
Vermont,Diabetes,Diabetes,85+,50.0
Vermont,Diabetes,Diabetes,Not stated,0.0
Vermont,Diabetes,Diabetes,All Ages,156.0
Vermont,Obesity,Obesity,0-24,0.0
Vermont,Obesity,Obesity,25-34,0.0
Vermont,Obesity,Obesity,35-44,
Vermont,Obesity,Obesity,45-54,12.0
Vermont,Obesity,Obesity,55-64,15.0
Vermont,Obesity,Obesity,65-74,13.0
Vermont,Obesity,Obesity,75-84,
Vermont,Obesity,Obesity,85+,0.0
Vermont,Obesity,Obesity,Not stated,0.0
Vermont,Obesity,Obesity,All Ages,56.0
Vermont,Alzheimer disease,Alzheimer disease,0-24,0.0
Vermont,Alzheimer disease,Alzheimer disease,25-34,0.0
Vermont,Alzheimer disease,Alzheimer disease,35-44,0.0
Vermont,Alzheimer disease,Alzheimer disease,45-54,0.0
Vermont,Alzheimer disease,Alzheimer disease,55-64,0.0
Vermont,Alzheimer disease,Alzheimer disease,65-74,
Vermont,Alzheimer disease,Alzheimer disease,75-84,19.0
Vermont,Alzheimer disease,Alzheimer disease,85+,54.0
Vermont,Alzheimer disease,Alzheimer disease,Not stated,0.0
Vermont,Alzheimer disease,Alzheimer disease,All Ages,79.0
Vermont,Vascular and unspecified dementia,Vascular and unspecified dementia,0-24,0.0
Vermont,Vascular and unspecified dementia,Vascular and unspecified dementia,25-34,0.0
Vermont,Vascular and unspecified dementia,Vascular and unspecified dementia,35-44,0.0
Vermont,Vascular and unspecified dementia,Vascular and unspecified dementia,45-54,0.0
Vermont,Vascular and unspecified dementia,Vascular and unspecified dementia,55-64,
Vermont,Vascular and unspecified dementia,Vascular and unspecified dementia,65-74,
Vermont,Vascular and unspecified dementia,Vascular and unspecified dementia,75-84,44.0
Vermont,Vascular and unspecified dementia,Vascular and unspecified dementia,85+,115.0
Vermont,Vascular and unspecified dementia,Vascular and unspecified dementia,Not stated,0.0
Vermont,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,172.0
Vermont,Renal failure,Renal failure,0-24,
Vermont,Renal failure,Renal failure,25-34,0.0
Vermont,Renal failure,Renal failure,35-44,
Vermont,Renal failure,Renal failure,45-54,
Vermont,Renal failure,Renal failure,55-64,
Vermont,Renal failure,Renal failure,65-74,14.0
Vermont,Renal failure,Renal failure,75-84,29.0
Vermont,Renal failure,Renal failure,85+,34.0
Vermont,Renal failure,Renal failure,Not stated,0.0
Vermont,Renal failure,Renal failure,All Ages,85.0
Vermont,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",0-24,
Vermont,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",25-34,0.0
Vermont,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",35-44,
Vermont,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",45-54,
Vermont,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",55-64,
Vermont,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",65-74,
Vermont,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",75-84,16.0
Vermont,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",85+,16.0
Vermont,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",Not stated,0.0
Vermont,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,51.0
Vermont,All other conditions and causes (residual),All other conditions and causes (residual),0-24,
Vermont,All other conditions and causes (residual),All other conditions and causes (residual),25-34,
Vermont,All other conditions and causes (residual),All other conditions and causes (residual),35-44,
Vermont,All other conditions and causes (residual),All other conditions and causes (residual),45-54,29.0
Vermont,All other conditions and causes (residual),All other conditions and causes (residual),55-64,53.0
Vermont,All other conditions and causes (residual),All other conditions and causes (residual),65-74,94.0
Vermont,All other conditions and causes (residual),All other conditions and causes (residual),75-84,194.0
Vermont,All other conditions and causes (residual),All other conditions and causes (residual),85+,244.0
Vermont,All other conditions and causes (residual),All other conditions and causes (residual),Not stated,0.0
